iter	Logloss
141	0.2685083954
142	0.2684648816
143	0.2684446089
144	0.2683858835
145	0.268336514
146	0.2683150323
147	0.2682993876
148	0.2682727276
149	0.2682442887
150	0.2682253529
151	0.2682021795
152	0.2681775011
153	0.2681527336
154	0.2681267442
155	0.2681076555
156	0.2680914161
157	0.2680523045
158	0.2680374159
159	0.2680141316
160	0.2679918735
161	0.2679704737
162	0.2679519438
163	0.2679348275
164	0.2679078541
165	0.2678904516
166	0.267872688
167	0.2678480164
168	0.267829377
169	0.2678112301
170	0.2677917933
171	0.2677766199
172	0.2677580496
173	0.2677351363
174	0.2676979863
175	0.2676790586
176	0.2676579738
177	0.2676430983
178	0.2676241591
179	0.267608105
180	0.2675874534
181	0.2675593476
182	0.2675351547
183	0.2675117198
184	0.2674906729
185	0.2674383696
186	0.2674215465
187	0.2673994374
188	0.2673771537
189	0.2673581564
190	0.2673365915
191	0.2673240117
192	0.2673047454
193	0.2672880682
194	0.2672733473
195	0.2672559212
196	0.2672390234
197	0.267224237
198	0.2672025298
199	0.2671818427
200	0.2671589082
201	0.2671342439
202	0.2671109698
203	0.2670945309
204	0.2670553512
205	0.2670424467
206	0.2670198071
207	0.2670064271
208	0.2669872457
209	0.2669579258
210	0.2669323243
211	0.266920262
212	0.2668978712
213	0.2668854938
214	0.2668656381
215	0.266848053
216	0.2668246402
217	0.2668044684
218	0.2667920292
219	0.2667756587
220	0.2667553391
221	0.2667327888
222	0.266712167
223	0.2666793519
224	0.2666447973
225	0.2666182119
226	0.2665863528
227	0.2665680269
228	0.266551632
229	0.2665275645
230	0.2665143752
231	0.2664914338
232	0.2664770099
233	0.2664606383
234	0.2664448014
235	0.2664261965
236	0.2664072741
237	0.266380431
238	0.2663533561
239	0.2663371111
240	0.2663226736
241	0.2663055955
242	0.2662947999
243	0.2662805053
244	0.2662656022
245	0.2662435247
246	0.2662283826
247	0.2662107507
248	0.2661883086
249	0.2661709953
250	0.2661528683
251	0.2661401769
252	0.2661230977
253	0.2661107968
254	0.2660978223
255	0.2660812331
256	0.2660672801
257	0.2660462627
258	0.266026778
259	0.2660086663
260	0.2659946296
261	0.2659746097
262	0.2659575518
263	0.2659454376
264	0.2659303842
265	0.2659161847
266	0.2659065561
267	0.2658911201
268	0.2658673071
269	0.2658496935
270	0.2658300762
271	0.2658088394
272	0.2657937821
273	0.2657723469
274	0.2657567565
275	0.2657434955
276	0.2657318149
277	0.2657164488
278	0.2657025576
279	0.2656880522
280	0.2656661004
281	0.2656547756
282	0.2656400812
283	0.265603688
284	0.2655914467
285	0.2655729308
286	0.2655542005
287	0.2655410171
288	0.2655258731
289	0.2655051769
290	0.2654841183
291	0.2654676107
292	0.2654507799
293	0.2654295794
294	0.265406427
295	0.2653916926
296	0.2653768543
297	0.2653622008
298	0.2653440867
299	0.265325893
300	0.265309531
301	0.2652883
302	0.2652710833
303	0.265251647
304	0.2652324803
305	0.2652031321
306	0.2651847438
307	0.2651707749
308	0.2651567621
309	0.2651301056
310	0.2651085476
311	0.2650896312
312	0.265069738
313	0.2650524146
314	0.2650414754
315	0.2650266741
316	0.2650105357
317	0.2649941464
318	0.2649775336
319	0.2649610341
320	0.2649440155
321	0.26492784
322	0.2649120768
323	0.2648994208
324	0.2648859083
325	0.2648744705
326	0.2648601915
327	0.264839504
328	0.2648221366
329	0.2648086641
330	0.2647905273
331	0.2647715069
332	0.2647574973
333	0.2647453288
334	0.2647320522
335	0.2647207794
336	0.2647066178
337	0.2646889756
338	0.2646691804
339	0.2646501284
340	0.2646329835
341	0.2646175437
342	0.2645993655
343	0.2645856211
344	0.2645649739
345	0.2645526226
346	0.2645326532
347	0.2645139549
348	0.2644988304
349	0.2644858951
350	0.2644735772
351	0.2644622778
352	0.2644479059
353	0.2644334774
354	0.2644188459
355	0.2644034724
356	0.2643834076
357	0.2643680415
358	0.264354452
359	0.2643425354
360	0.2643232015
361	0.2642984918
362	0.2642795208
363	0.2642642524
364	0.2642485262
365	0.2642326499
366	0.2642214913
367	0.2642084007
368	0.264198283
369	0.2641867921
370	0.2641751407
371	0.2641638234
372	0.264151365
373	0.2641328742
374	0.2641183594
375	0.2641017871
376	0.2640827502
377	0.264068953
378	0.2640577149
379	0.2640434827
380	0.2640304048
381	0.2640204941
382	0.2640071786
383	0.2639959702
384	0.263982315
385	0.263968942
386	0.2639556215
387	0.2639410868
388	0.2639303875
389	0.2639182608
390	0.2638988384
391	0.2638764007
392	0.2638612259
393	0.2638445318
394	0.2638267611
395	0.2638126805
396	0.263795982
397	0.2637855276
398	0.2637670049
399	0.2637483651
400	0.2637326795
401	0.2637209517
402	0.2637126221
403	0.2636996862
404	0.26368028
405	0.2636702987
406	0.2636539951
407	0.2636330044
408	0.2636119329
409	0.2635978612
410	0.2635779289
411	0.2635691882
412	0.263552535
413	0.2635418515
414	0.2635292977
415	0.263511801
416	0.2634988597
417	0.2634874024
418	0.2634667751
419	0.2634542347
420	0.2634362302
421	0.2634132404
422	0.2633959655
423	0.2633842068
424	0.2633715808
425	0.2633517387
426	0.2633360863
427	0.2633235444
428	0.2633059139
429	0.2632820073
430	0.2632612603
431	0.2632426126
432	0.2632251314
433	0.2632171283
434	0.2632028774
435	0.2631922927
436	0.2631763988
437	0.263157994
438	0.2631468792
439	0.2631283585
440	0.2631163947
441	0.2631025999
442	0.26308121
443	0.2630641068
444	0.263052923
445	0.2630336165
446	0.2630166914
447	0.2629964475
448	0.2629787462
449	0.2629575516
450	0.2629430892
451	0.262929309
452	0.2629138991
453	0.2629003046
454	0.2628861608
455	0.2628699548
456	0.2628608528
457	0.2628445737
458	0.2628323734
459	0.2628175331
460	0.2627978241
461	0.2627868237
462	0.2627741068
463	0.262762515
464	0.2627506469
465	0.2627393899
466	0.2627231121
467	0.2627037339
468	0.2626888888
469	0.2626775721
470	0.2626621913
471	0.2626465557
472	0.2626307845
473	0.2626200937
474	0.2626092228
475	0.2626013107
476	0.2625922764
477	0.2625830192
478	0.2625697451
479	0.2625611066
480	0.262547597
481	0.2625356921
482	0.2625196249
483	0.262501113
484	0.2624871443
485	0.2624709157
486	0.2624602076
487	0.2624413504
488	0.262430755
489	0.2624161889
490	0.2623990896
491	0.2623852586
492	0.2623669561
493	0.2623536938
494	0.2623389512
495	0.2623271085
496	0.2623096998
497	0.26229649
498	0.2622791093
499	0.2622664209
500	0.2622531458
501	0.2622443215
502	0.262229554
503	0.2622169727
504	0.2621984512
505	0.2621883855
506	0.2621728376
507	0.2621570169
508	0.262138352
509	0.2621246829
510	0.2621108087
511	0.2620988512
512	0.2620825095
513	0.2620704156
514	0.2620566163
515	0.2620416046
516	0.262027929
517	0.262008478
518	0.2619910835
519	0.2619786285
520	0.2619645303
521	0.2619492999
522	0.2619399049
523	0.2619281752
524	0.2619134791
525	0.2619016882
526	0.2618908633
527	0.261873486
528	0.2618538463
529	0.261838991
530	0.261825708
531	0.2618130033
532	0.2618010532
533	0.2617854145
534	0.2617658645
535	0.2617576186
536	0.2617374032
537	0.2617214713
538	0.2617119266
539	0.2616978994
540	0.2616837686
541	0.2616674366
542	0.2616447953
543	0.26163115
544	0.2616191421
545	0.2616073787
546	0.2615928763
547	0.2615763754
548	0.2615657699
549	0.2615528948
550	0.2615389669
551	0.2615285622
552	0.2615081255
553	0.2614965591
554	0.2614845091
555	0.2614709287
556	0.261460556
557	0.2614487684
558	0.2614335408
559	0.2614211258
560	0.2614079695
561	0.2613924834
562	0.2613783557
563	0.2613677478
564	0.2613564352
565	0.2613409537
566	0.2613242081
567	0.2613045917
568	0.2612930573
569	0.261279696
570	0.2612631789
571	0.2612499938
572	0.2612391708
573	0.2612293332
574	0.2612124807
575	0.2611934456
576	0.2611756937
577	0.2611618266
578	0.2611516637
579	0.2611401789
580	0.2611232289
581	0.2611017695
582	0.2610898811
583	0.2610711486
584	0.2610554583
585	0.2610375552
586	0.2610268821
587	0.261007992
588	0.2609891866
589	0.2609726364
590	0.2609610454
591	0.2609445049
592	0.2609325024
593	0.2609208669
594	0.2609045481
595	0.2608893606
596	0.2608781256
597	0.2608682031
598	0.2608578994
599	0.260849729
600	0.2608327026
601	0.2608244869
602	0.260813265
603	0.2608027674
604	0.2607901885
605	0.260776895
606	0.2607623478
607	0.2607449833
608	0.2607315946
609	0.2607234462
610	0.2607079736
611	0.2607031615
612	0.2606829599
613	0.2606667457
614	0.2606567262
615	0.2606453354
616	0.2606262305
617	0.2606104288
618	0.2606022806
619	0.2605919667
620	0.2605761481
621	0.2605594757
622	0.2605460035
623	0.2605330853
624	0.2605190223
625	0.2605050157
626	0.2604934252
627	0.2604772337
628	0.2604606963
629	0.2604459786
630	0.2604352798
631	0.260421153
632	0.2604115151
633	0.2603958027
634	0.2603815231
635	0.260361958
636	0.2603482591
637	0.2603350514
638	0.260321098
639	0.2603115175
640	0.2602992108
641	0.2602881313
642	0.2602750146
643	0.2602681085
644	0.2602499846
645	0.2602355269
646	0.2602160145
647	0.2602045684
648	0.2601930728
649	0.2601850816
650	0.2601773454
651	0.2601598085
652	0.2601463256
653	0.2601341366
654	0.2601139441
655	0.2600952791
656	0.2600871593
657	0.2600729827
658	0.2600607126
659	0.2600486582
660	0.2600377618
661	0.2600238115
662	0.260009892
663	0.2599962429
664	0.2599824595
665	0.2599758628
666	0.2599634793
667	0.2599488096
668	0.2599379734
669	0.2599222047
670	0.2599070851
671	0.2598932078
672	0.2598780539
673	0.2598673982
674	0.259854313
675	0.259838737
676	0.2598213942
677	0.2598072552
678	0.2597934182
679	0.2597799725
680	0.2597637547
681	0.2597509221
682	0.259735669
683	0.2597211676
684	0.2597072
685	0.2596957659
686	0.2596756099
687	0.2596588529
688	0.2596442933
689	0.259633545
690	0.259619007
691	0.259607606
692	0.2595929647
693	0.259581378
694	0.2595695349
695	0.2595504481
696	0.259539303
697	0.2595218503
698	0.2595053206
699	0.2594899748
700	0.2594781229
701	0.2594654618
702	0.2594521432
703	0.259434012
704	0.2594174942
705	0.2594002609
706	0.2593913683
707	0.2593735397
708	0.259355441
709	0.2593436092
710	0.2593229265
711	0.2593054554
712	0.2592926099
713	0.2592793732
714	0.2592659031
715	0.2592515466
716	0.2592354564
717	0.2592230652
718	0.2592143313
719	0.2592007323
720	0.2591950069
721	0.2591829339
722	0.2591686879
723	0.2591524883
724	0.259140994
725	0.2591304525
726	0.2591138664
727	0.2590995718
728	0.2590868677
729	0.2590774378
730	0.2590638343
731	0.2590506204
732	0.2590382417
733	0.259024231
734	0.2590101284
735	0.258997603
736	0.2589808791
737	0.2589691054
738	0.2589564194
739	0.2589405704
740	0.2589249189
741	0.2589152778
742	0.2588992951
743	0.2588868837
744	0.2588724284
745	0.2588541701
746	0.2588365647
747	0.2588171651
748	0.258804407
749	0.2587897835
750	0.2587829113
751	0.2587733232
752	0.2587574798
753	0.258746901
754	0.25873295
755	0.2587191609
756	0.2587045455
757	0.2586933025
758	0.2586835563
759	0.2586686241
760	0.2586576095
761	0.2586463624
762	0.2586320079
763	0.2586171558
764	0.2586069628
765	0.2585855682
766	0.2585716934
767	0.2585578223
768	0.25854666
769	0.2585394101
770	0.2585266075
771	0.2585133523
772	0.2585013898
773	0.2584923171
774	0.2584817783
775	0.2584662532
776	0.2584579506
777	0.2584393278
778	0.2584283821
779	0.2584106857
780	0.2584010981
781	0.258386096
782	0.2583651497
783	0.2583503733
784	0.2583381846
785	0.2583266355
786	0.2583148487
787	0.2582984802
788	0.258288245
789	0.2582764427
790	0.2582598391
791	0.2582486689
792	0.2582369316
793	0.2582246091
794	0.2582111465
795	0.2581974223
796	0.2581859078
797	0.2581715406
798	0.2581583325
799	0.2581410281
800	0.2581207536
801	0.2581132248
802	0.2581034401
803	0.2580938612
804	0.2580836102
805	0.2580642279
806	0.2580561957
807	0.2580429145
808	0.2580275762
809	0.2580176642
810	0.258009195
811	0.2579995733
812	0.2579868566
813	0.2579786405
814	0.2579665149
815	0.2579507892
816	0.2579353566
817	0.2579204505
818	0.257902144
819	0.2578927045
820	0.2578849529
821	0.2578719988
822	0.2578547532
823	0.2578440589
824	0.2578308066
825	0.2578193831
826	0.2578032478
827	0.2577927782
828	0.2577808766
829	0.2577705288
830	0.257762914
831	0.25774918
832	0.2577366345
833	0.2577227767
834	0.2577049257
835	0.2576898606
836	0.2576761397
837	0.2576652114
838	0.2576513805
839	0.2576388306
840	0.257621946
841	0.2576143216
842	0.2575999764
843	0.2575832108
844	0.2575719486
845	0.2575610022
846	0.2575521637
847	0.2575392132
848	0.2575300169
849	0.2575160031
850	0.25750326
851	0.2574819714
852	0.2574636728
853	0.2574562321
854	0.2574471186
855	0.2574394719
856	0.2574308465
857	0.2574165581
858	0.2574005585
859	0.257388967
860	0.2573770508
861	0.2573696385
862	0.2573546123
863	0.2573379609
864	0.2573252985
865	0.2573102712
866	0.2572950447
867	0.2572842905
868	0.2572742243
869	0.2572601266
870	0.2572494044
871	0.2572325597
872	0.2572197854
873	0.257207286
874	0.2571926237
875	0.2571780004
876	0.2571659618
877	0.2571518302
878	0.2571421381
879	0.2571296233
880	0.2571217721
881	0.2571072289
882	0.2570978222
883	0.2570785155
884	0.2570644725
885	0.2570483809
886	0.2570351471
887	0.2570181202
888	0.2570040221
889	0.2569923539
890	0.2569794046
891	0.2569653967
892	0.2569532371
893	0.2569362131
894	0.2569136897
895	0.256897112
896	0.2568808959
897	0.2568634856
898	0.2568523893
899	0.2568404562
900	0.2568310887
901	0.2568148102
902	0.2567995452
903	0.2567897421
904	0.2567746814
905	0.2567647475
906	0.2567548773
907	0.2567381983
908	0.2567248737
909	0.2567127528
910	0.2567002121
911	0.2566865034
912	0.256676463
913	0.2566599012
914	0.2566426468
915	0.2566268883
916	0.2566073571
917	0.2565924201
918	0.2565743627
919	0.2565627315
920	0.256543905
921	0.256535827
922	0.2565239304
923	0.2565052288
924	0.2564915218
925	0.2564774758
926	0.2564684659
927	0.2564573611
928	0.256444133
929	0.2564285608
930	0.2564193303
931	0.2564039593
932	0.2563926769
933	0.2563849846
934	0.2563765955
935	0.2563699072
936	0.256357812
937	0.2563458624
938	0.2563337378
939	0.2563190715
940	0.2563055455
941	0.2562963526
942	0.2562910424
943	0.2562827644
944	0.2562727701
945	0.2562602806
946	0.2562404875
947	0.256230519
948	0.256214195
949	0.25620193
950	0.2561866224
951	0.2561740854
952	0.2561562047
953	0.2561469162
954	0.2561377809
955	0.2561292208
956	0.2561187297
957	0.2561044675
958	0.2560936026
959	0.2560806998
960	0.2560734428
961	0.2560583205
962	0.2560471382
963	0.2560320291
964	0.2560168955
965	0.2560051404
966	0.2559968802
967	0.2559804647
968	0.2559682247
969	0.2559545816
970	0.2559416915
971	0.2559254375
972	0.2559120678
973	0.255899755
974	0.2558872907
975	0.2558764597
976	0.2558654828
977	0.2558454453
978	0.2558370235
979	0.2558228728
980	0.2557994321
981	0.2557894333
982	0.2557793964
983	0.2557685241
984	0.2557595674
985	0.2557462633
986	0.2557288226
987	0.2557110457
988	0.2556966086
989	0.2556863479
990	0.2556717384
991	0.2556644484
992	0.255655274
993	0.2556440847
994	0.2556264475
995	0.2556182048
996	0.2556050908
997	0.2555922374
998	0.2555751699
999	0.2555649692
1000	0.255550769
1001	0.2555381035
1002	0.2555319308
1003	0.2555129332
1004	0.2555029594
1005	0.2554916847
1006	0.2554807804
1007	0.2554710255
1008	0.2554593414
1009	0.2554507661
1010	0.2554401006
1011	0.255428779
1012	0.2554188665
1013	0.2554099755
1014	0.2554026443
1015	0.2553870366
1016	0.2553742555
1017	0.2553673922
1018	0.2553605469
1019	0.2553464782
1020	0.255332874
1021	0.2553195998
1022	0.2553085049
1023	0.2552952092
1024	0.2552840402
1025	0.2552721233
1026	0.2552580406
1027	0.2552383608
1028	0.2552222393
1029	0.2552109264
1030	0.2551967043
1031	0.2551891688
1032	0.2551833555
1033	0.2551709855
1034	0.2551576303
1035	0.2551406841
1036	0.2551306979
1037	0.2551208349
1038	0.2551095864
1039	0.2550892084
1040	0.2550763686
1041	0.2550576479
1042	0.2550454957
1043	0.2550312711
1044	0.2550167558
1045	0.2550028119
1046	0.2549873083
1047	0.2549719389
1048	0.2549528241
1049	0.2549426015
1050	0.2549328738
1051	0.254917836
1052	0.2549057244
1053	0.2548976993
1054	0.2548828913
1055	0.2548671046
1056	0.2548506938
1057	0.254837297
1058	0.2548273938
1059	0.2548168641
1060	0.2548085415
1061	0.2547936755
1062	0.2547818324
1063	0.2547648133
1064	0.2547541464
1065	0.2547415894
1066	0.2547243252
1067	0.2547111531
1068	0.2546984502
1069	0.2546915691
1070	0.2546838032
1071	0.2546690227
1072	0.2546556924
1073	0.2546369505
1074	0.2546319233
1075	0.2546158881
1076	0.2546014206
1077	0.2545867366
1078	0.2545743026
1079	0.2545643261
1080	0.2545491239
1081	0.2545359968
1082	0.2545271946
1083	0.254516715
1084	0.2545063814
1085	0.2544952316
1086	0.2544841566
1087	0.2544725961
1088	0.2544561441
1089	0.2544444179
1090	0.2544311342
1091	0.2544197224
1092	0.2544080557
1093	0.2544003205
1094	0.2543955089
1095	0.2543815228
1096	0.2543654634
1097	0.2543510784
1098	0.2543357131
1099	0.2543228007
1100	0.2543135891
1101	0.2542952781
1102	0.254284876
1103	0.2542692739
1104	0.2542589602
1105	0.2542421826
1106	0.2542291824
1107	0.254214606
1108	0.2541990279
1109	0.2541829409
1110	0.254166635
1111	0.2541579414
1112	0.2541477738
1113	0.2541342324
1114	0.2541228668
1115	0.2541082408
1116	0.254090801
1117	0.2540751952
1118	0.2540587734
1119	0.2540458137
1120	0.2540381276
1121	0.2540279954
1122	0.2540169253
1123	0.254001777
1124	0.2539873221
1125	0.253974356
1126	0.2539643974
1127	0.2539548151
1128	0.2539415634
1129	0.2539286925
1130	0.253920414
1131	0.2539085205
1132	0.2538981393
1133	0.2538877585
1134	0.2538777075
1135	0.2538714031
1136	0.2538604102
1137	0.2538504244
1138	0.2538337097
1139	0.2538188384
1140	0.2538110488
1141	0.2537948285
1142	0.2537836188
1143	0.2537697809
1144	0.2537548893
1145	0.2537457734
1146	0.2537373584
1147	0.2537229194
1148	0.2537147034
1149	0.2537008474
1150	0.2536922867
1151	0.2536790263
1152	0.2536714989
1153	0.2536617526
1154	0.2536515932
1155	0.2536435653
1156	0.2536229035
1157	0.2536146754
1158	0.2535970401
1159	0.2535812024
1160	0.2535683113
1161	0.2535528692
1162	0.2535387084
1163	0.2535208405
1164	0.2535059647
1165	0.2534958401
1166	0.2534851219
1167	0.2534737213
1168	0.2534607965
1169	0.2534471877
1170	0.2534385288
1171	0.253428675
1172	0.2534141155
1173	0.2534040286
1174	0.253393506
1175	0.2533841196
1176	0.253376993
1177	0.2533636421
1178	0.2533547071
1179	0.2533391022
1180	0.2533272943
1181	0.2533167031
1182	0.2533015023
1183	0.253292406
1184	0.253281421
1185	0.2532758828
1186	0.2532672093
1187	0.2532506906
1188	0.2532376283
1189	0.2532298556
1190	0.2532230518
1191	0.253207614
1192	0.253191781
1193	0.2531819791
1194	0.2531760576
1195	0.2531631121
1196	0.2531561637
1197	0.2531472323
1198	0.2531400119
1199	0.2531278787
1200	0.2531072636
1201	0.2530938769
1202	0.2530840663
1203	0.253074361
1204	0.2530594281
1205	0.2530513721
1206	0.2530357442
1207	0.2530241473
1208	0.2530159817
1209	0.2530040493
1210	0.2529916551
1211	0.2529804709
1212	0.252974516
1213	0.2529642562
1214	0.2529529903
1215	0.2529405904
1216	0.2529268429
1217	0.2529152819
1218	0.252898189
1219	0.2528851709
1220	0.2528783037
1221	0.2528657282
1222	0.2528484204
1223	0.2528319279
1224	0.2528195268
1225	0.252806769
1226	0.252790504
1227	0.2527798598
1228	0.252771644
1229	0.2527618702
1230	0.2527528107
1231	0.2527370701
1232	0.2527244114
1233	0.2527105182
1234	0.2527012515
1235	0.2526870863
1236	0.2526760783
1237	0.2526674087
1238	0.2526545387
1239	0.2526429572
1240	0.2526250511
1241	0.252615066
1242	0.252604321
1243	0.2525935375
1244	0.2525840738
1245	0.2525752327
1246	0.2525644501
1247	0.2525535009
1248	0.2525409126
1249	0.2525274841
1250	0.2525207437
1251	0.2525096662
1252	0.2524992829
1253	0.252484179
1254	0.2524723049
1255	0.2524603768
1256	0.2524503393
1257	0.2524402641
1258	0.2524221705
1259	0.252414192
1260	0.2523953001
1261	0.2523778322
1262	0.252363696
1263	0.2523517723
1264	0.2523435709
1265	0.2523329693
1266	0.252317983
1267	0.2523079473
1268	0.2522972535
1269	0.2522820327
1270	0.2522715758
1271	0.2522536396
1272	0.2522388302
1273	0.2522264839
1274	0.2522146538
1275	0.2522021429
1276	0.2521911588
1277	0.2521841208
1278	0.2521704354
1279	0.2521580363
1280	0.2521510692
1281	0.2521397264
1282	0.2521243109
1283	0.252109353
1284	0.2521049607
1285	0.2520902682
1286	0.2520797951
1287	0.2520667886
1288	0.252052231
1289	0.2520396931
1290	0.252029775
1291	0.2520197433
1292	0.2520066695
1293	0.2519903034
1294	0.2519742607
1295	0.2519640426
1296	0.2519527982
1297	0.2519394267
1298	0.2519278578
1299	0.2519195413
1300	0.2519079912
1301	0.2518981101
1302	0.2518822639
1303	0.2518643333
1304	0.2518544469
1305	0.2518409285
1306	0.2518265892
1307	0.2518130611
1308	0.2518004719
1309	0.2517874373
1310	0.2517747442
1311	0.2517635463
1312	0.2517455197
1313	0.2517350551
1314	0.2517230599
1315	0.251710908
1316	0.2517006165
1317	0.251689068
1318	0.2516793683
1319	0.2516653384
1320	0.2516533482
1321	0.2516410748
1322	0.25162912
1323	0.251613472
1324	0.2516007695
1325	0.2515847468
1326	0.2515780251
1327	0.2515624366
